Frame,ID,minx,miny,width,height
116,1,600.6901311,377.2269939,95.40372671,219.9754601
117,1,600.6901311,372.809816,95.40372671,224.392638
118,1,600.6901311,371.9263804,97.17046239,228.809816
119,1,600.6901311,371.9263804,98.05383023,227.0429448
120,1,605.1069703,371.9263804,93.63699103,227.0429448
121,1,606.873706,371.9263804,91.87025535,227.0429448
122,1,601.573499,371.0429448,93.63699103,227.0429448
123,1,610.4071774,375.4601227,84.80331263,222.6257669
124,1,610.4071774,375.4601227,84.80331263,222.6257669
125,1,610.4071774,375.4601227,84.80331263,222.6257669
126,1,610.4071774,375.4601227,84.80331263,222.6257669
127,1,610.4071774,375.4601227,84.80331263,222.6257669
128,1,610.4071774,375.4601227,84.80331263,222.6257669
129,1,610.4071774,375.4601227,84.80331263,222.6257669
130,1,610.4071774,375.4601227,84.80331263,222.6257669
131,1,610.4071774,375.4601227,75.96963423,221.7423313
132,1,610.4071774,375.4601227,76.85300207,222.6257669
133,1,610.4071774,375.4601227,76.85300207,222.6257669
134,1,550.3381643,375.4601227,131.6218081,221.7423313
135,1,550.3381643,375.4601227,140.4554865,201.4233129
136,1,550.3381643,375.4601227,140.4554865,199.6564417
137,1,543.2712215,375.4601227,147.5224293,199.6564417
138,1,537.0876467,375.4601227,153.7060041,199.6564417
139,1,537.0876467,375.4601227,164.3064182,195.2392638
140,1,537.0876467,375.4601227,164.3064182,185.5214724
141,1,530.0207039,378.993865,164.3064182,185.5214724
142,1,539.7377502,378.993865,154.589372,176.6871166
143,1,539.7377502,378.993865,143.9889579,171.3865031
144,1,556.5217391,379.8773006,121.9047619,163.4355828
145,1,566.7234262,375.5126147,112.244582,158.212156
146,1,564.0815273,382.1181193,113.5655315,158.212156
147,1,564.0815273,382.1181193,113.5655315,151.6066514
148,1,564.0815273,382.1181193,113.5655315,151.6066514
149,1,579.8968008,382.1181193,97.750258,151.6066514
150,1,586.501548,382.1181193,91.14551084,151.6066514
151,1,586.501548,382.1181193,91.14551084,156.891055
152,1,586.501548,382.1181193,91.14551084,158.212156
153,1,586.501548,382.1181193,91.14551084,151.6066514
155,1,586.501548,382.1181193,100.3921569,151.6066514
156,1,586.501548,382.1181193,108.3178535,151.6066514
157,1,586.501548,382.1181193,105.6759546,151.6066514
158,1,587.8224974,379.4759174,100.3921569,151.6066514
159,1,587.8224974,379.4759174,100.3921569,151.6066514
160,1,587.8224974,379.4759174,100.3921569,151.6066514
161,1,587.8224974,379.4759174,100.3921569,151.6066514
162,1,587.8224974,379.4759174,92.46646027,151.6066514
163,1,587.8224974,379.4759174,93.7874097,151.6066514
164,1,587.8224974,379.4759174,93.7874097,151.6066514
165,1,587.8224974,379.4759174,93.7874097,151.6066514
166,1,587.8224974,371.2293578,103.0340557,159.853211
167,1,586.501548,369.9082569,108.3178535,159.853211
168,1,587.8224974,371.2293578,103.0340557,159.853211
169,1,587.8224974,371.2293578,103.0340557,159.853211
170,1,587.8224974,358.0183486,103.0340557,173.0642202
171,1,597.0691434,332.9174312,81.89886481,198.1651376
172,1,599.7110423,315.7431193,81.89886481,207.412844
173,1,581.8181818,310.4587156,97.6384535,246.2699089
174,1,581.8181818,310.4587156,97.6384535,246.2699089
175,1,571.1180773,309.1204256,97.6384535,246.2699089
176,1,591.7853457,315.7431193,62.08462332,212.6972477
177,1,585.1805986,331.5963303,70.01031992,212.6972477
178,1,593.1062951,338.2018349,60.76367389,190.2385321
179,1,591.7853457,336.8807339,60.76367389,190.2385321
180,1,591.7853457,336.8807339,60.76367389,190.2385321
181,1,591.7853457,336.8807339,60.76367389,190.2385321
182,1,589.1434469,331.5963303,60.76367389,190.2385321
183,1,587.8224974,326.3119266,60.76367389,190.2385321
184,1,589.1434469,319.706422,60.76367389,196.8440367
185,1,595.748194,318.3853211,60.76367389,196.8440367
186,1,604.99484,317.0642202,60.76367389,202.1284404
187,1,615.5624355,322.3486239,64.72652219,203.4495413
188,1,626.130031,321.0275229,64.72652219,203.4495413
189,1,631.4138287,323.6697248,64.72652219,203.4495413
190,1,636.6976264,324.9908257,64.72652219,203.4495413
191,1,639.3395253,323.6697248,64.72652219,203.4495413
192,1,645.9442724,328.9541284,64.72652219,203.4495413
193,1,653.869969,327.6330275,64.72652219,203.4495413
194,1,655.1909185,327.6330275,73.97316821,203.4495413
195,1,656.5118679,319.706422,79.25696594,211.3761468
196,1,656.5118679,309.1376147,79.25696594,221.9449541
197,1,636.6976264,311.7798165,91.14551084,225.9082569
198,1,631.4138287,313.1009174,75.29411765,225.9082569
199,1,619.5252838,311.7798165,75.29411765,225.9082569
200,1,606.3157895,315.7431193,75.29411765,225.9082569
201,1,586.501548,311.7798165,75.29411765,225.9082569
202,1,573.2920537,309.1376147,75.29411765,225.9082569
203,1,549.5149639,313.1009174,84.54076367,232.5137615
204,1,523.0959752,315.7431193,91.14551084,236.4770642
205,1,519.1331269,307.8165138,87.18266254,243.0825688
206,1,497.997936,306.4954128,73.97316821,251.0091743
207,1,466.2951496,306.4954128,97.750258,247.0458716
208,1,459.6904025,307.8165138,97.750258,247.0458716
208,2,268.0598555,337.2161697,145.376677,382.7838303
209,2,284.004128,347.4495413,133.4158927,372.5504587
209,1,455.7275542,305.1743119,70.01031992,247.0458716
210,2,306.4602683,347.4495413,121.5273478,372.5504587
210,1,434.5923633,303.853211,67.36842105,253.6513761
211,1,413.2312594,308.0428378,88.50361197,245.7247706
211,2,337.4458551,347.4495413,103.2412248,372.5504587
212,1,397.6057792,303.853211,73.97316821,251.0091743
212,2,355.6086632,347.4495413,103.2412248,372.5504587
213,1,365.9029928,307.8165138,99.07120743,245.7247706
213,2,367.0799104,349.0039841,106.1090366,370.9960159
214,1,355.3353973,306.4954128,96.42930857,247.0458716
214,2,374.7274085,350.9163347,91.7699776,369.0836653
215,1,355.3353973,306.4954128,87.18266254,249.6880734
215,2,363.2561613,350.9163347,91.7699776,369.0836653
216,1,347.4097007,306.4954128,95.10835913,251.0091743
216,2,355.6086632,350.9163347,91.7699776,369.0836653
217,1,347.4097007,306.4954128,89.8245614,251.0091743
217,2,352.7408514,350.9163347,91.7699776,369.0836653
218,1,338.1630547,309.1376147,89.8245614,251.0091743
218,2,344.137416,350.9163347,91.7699776,369.0836653
219,1,322.3116615,309.1376147,104.3550052,254.9724771
219,2,347.961165,350.9163347,91.7699776,369.0836653
220,1,322.3116615,309.1376147,97.750258,254.9724771
220,2,346.0492905,350.9163347,91.7699776,369.0836653
221,1,322.3116615,309.1376147,100.3921569,264.2201835
221,2,350.8289768,350.9163347,91.7699776,369.0836653
222,1,322.3116615,305.1743119,93.7874097,270.8256881
222,2,350.8289768,350.9163347,91.7699776,369.0836653
223,1,311.744066,303.853211,93.7874097,268.1834862
223,2,350.8289768,350.9163347,91.7699776,369.0836653
224,1,311.744066,303.853211,93.7874097,268.1834862
224,2,349.8730396,350.9163347,91.7699776,369.0836653
225,1,311.744066,303.853211,93.7874097,268.1834862
225,2,352.7408514,350.9163347,91.7699776,369.0836653
226,1,311.744066,303.853211,93.7874097,268.1834862
226,2,352.7408514,350.9163347,91.7699776,369.0836653
227,1,311.744066,303.853211,93.7874097,268.1834862
227,2,356.5646004,350.9163347,91.7699776,369.0836653
228,1,311.744066,303.853211,93.7874097,268.1834862
228,2,350.8289768,350.9163347,91.7699776,369.0836653
229,1,311.744066,303.853211,93.7874097,268.1834862
229,2,349.8730396,350.9163347,91.7699776,369.0836653
230,1,311.744066,303.853211,89.8245614,268.1834862
230,2,349.8730396,350.9163347,91.7699776,369.0836653
231,1,311.744066,303.853211,93.7874097,268.1834862
231,2,354.6527259,350.9163347,91.7699776,369.0836653
232,1,311.744066,303.853211,93.7874097,268.1834862
232,2,359.4324122,350.9163347,91.7699776,369.0836653
233,1,311.744066,303.853211,92.46646027,268.1834862
233,2,361.3442868,350.9163347,91.7699776,369.0836653
234,1,311.744066,303.853211,93.7874097,268.1834862
234,2,361.3442868,350.9163347,91.7699776,369.0836653
235,1,311.744066,303.853211,93.7874097,268.1834862
235,2,370.9036594,350.9163347,91.7699776,369.0836653
236,1,311.744066,303.853211,93.7874097,268.1834862
236,2,368.0358476,350.9163347,91.7699776,369.0836653
237,1,311.744066,303.853211,93.7874097,268.1834862
237,2,368.9917849,350.9163347,91.7699776,369.0836653
238,1,311.744066,303.853211,93.7874097,268.1834862
238,2,369.9477222,350.9163347,91.7699776,369.0836653
239,1,311.744066,303.853211,93.7874097,264.2201835
239,2,368.0358476,350.9163347,91.7699776,369.0836653
240,1,311.744066,303.853211,93.7874097,264.2201835
240,2,362.300224,350.9163347,91.7699776,369.0836653
241,1,311.744066,303.853211,93.7874097,264.2201835
241,2,369.9477222,350.9163347,91.7699776,369.0836653
242,1,311.744066,303.853211,93.7874097,264.2201835
242,2,365.1680358,350.9163347,91.7699776,369.0836653
243,1,311.744066,303.853211,93.7874097,264.2201835
243,2,367.0799104,350.9163347,91.7699776,369.0836653
244,1,311.744066,303.853211,93.7874097,264.2201835
244,2,368.0358476,350.9163347,91.7699776,369.0836653
245,1,311.744066,303.853211,93.7874097,264.2201835
245,2,365.1680358,350.9163347,91.7699776,369.0836653
246,1,311.744066,303.853211,93.7874097,264.2201835
246,2,360.3883495,350.9163347,91.7699776,369.0836653
247,1,311.744066,303.853211,93.7874097,264.2201835
247,2,361.3442868,350.9163347,91.7699776,369.0836653
248,1,311.744066,303.853211,93.7874097,264.2201835
248,2,362.300224,350.9163347,91.7699776,369.0836653
249,1,311.744066,303.853211,93.7874097,264.2201835
249,2,364.2120986,350.9163347,91.7699776,369.0836653
250,1,311.744066,303.853211,93.7874097,264.2201835
250,2,368.9917849,350.9163347,91.7699776,369.0836653
251,1,311.744066,303.853211,93.7874097,264.2201835
251,2,368.0358476,350.9163347,100.373413,369.0836653
252,1,311.744066,303.853211,93.7874097,264.2201835
252,2,373.7714712,350.9163347,91.7699776,369.0836653
253,1,311.744066,303.853211,93.7874097,264.2201835
253,2,372.815534,350.9163347,91.7699776,369.0836653
254,1,311.744066,303.853211,93.7874097,264.2201835
254,2,377.5952203,350.9163347,91.7699776,369.0836653
255,1,311.744066,303.853211,88.50361197,264.2201835
255,2,370.9036594,350.9163347,91.7699776,369.0836653
256,1,311.744066,303.853211,84.54076367,264.2201835
256,2,373.2561613,350.9163347,91.7699776,369.0836653
257,1,311.744066,303.853211,87.18266254,264.2201835
257,2,372.815534,350.9163347,91.7699776,369.0836653
258,1,311.744066,303.853211,88.50361197,264.2201835
258,2,371.8595967,350.9163347,91.7699776,369.0836653
259,1,311.744066,303.853211,85.86171311,264.2201835
259,2,373.7714712,350.9163347,91.7699776,369.0836653
260,1,311.744066,303.853211,85.86171311,264.2201835
260,2,371.8595967,350.9163347,91.7699776,369.0836653
261,1,311.744066,303.853211,85.86171311,264.2201835
261,2,370.9036594,350.9163347,91.7699776,369.0836653
262,1,311.744066,303.853211,85.86171311,264.2201835
262,2,366.1239731,350.9163347,91.7699776,369.0836653
263,1,311.744066,303.853211,85.86171311,264.2201835
263,2,367.0799104,350.9163347,91.7699776,369.0836653
264,1,311.744066,303.853211,87.18266254,264.2201835
264,2,365.1680358,350.9163347,91.7699776,369.0836653
265,1,311.744066,303.853211,93.7874097,264.2201835
265,2,364.2120986,350.9163347,91.7699776,369.0836653
266,1,311.744066,303.853211,87.18266254,264.2201835
266,2,365.1680358,350.9163347,91.7699776,369.0836653
267,1,311.744066,303.853211,88.50361197,264.2201835
267,2,368.0358476,350.9163347,91.7699776,369.0836653
268,1,311.744066,303.853211,89.8245614,264.2201835
268,2,371.8595967,350.9163347,91.7699776,369.0836653
269,1,311.744066,303.853211,89.8245614,264.2201835
269,2,371.8595967,350.9163347,91.7699776,369.0836653
270,1,311.744066,303.853211,89.8245614,264.2201835
270,2,376.639283,350.9163347,91.7699776,369.0836653
271,1,311.744066,303.853211,85.86171311,264.2201835
271,2,372.815534,350.9163347,91.7699776,369.0836653
272,1,311.744066,303.853211,85.86171311,264.2201835
272,2,373.7714712,350.9163347,91.7699776,369.0836653
273,1,311.744066,303.853211,85.86171311,264.2201835
273,2,378.5511576,350.9163347,91.7699776,369.0836653
274,1,311.744066,303.853211,87.18266254,264.2201835
274,2,371.8595967,350.9163347,91.7699776,369.0836653
275,1,311.744066,303.853211,93.7874097,264.2201835
275,2,368.9917849,350.9163347,91.7699776,369.0836653
276,1,311.744066,303.853211,93.7874097,264.2201835
276,2,367.0799104,350.9163347,91.7699776,369.0836653
277,1,311.744066,303.853211,93.7874097,264.2201835
277,2,368.9917849,350.9163347,91.7699776,369.0836653
278,1,311.744066,303.853211,93.7874097,264.2201835
278,2,368.0358476,350.9163347,91.7699776,369.0836653
279,1,311.744066,303.853211,87.18266254,264.2201835
279,2,378.5511576,350.9163347,91.7699776,369.0836653
280,1,311.744066,303.853211,87.18266254,264.2201835
280,2,369.9477222,350.9163347,91.7699776,369.0836653
281,1,311.744066,303.853211,83.21981424,264.2201835
281,2,372.815534,350.9163347,91.7699776,369.0836653
282,1,311.744066,303.853211,84.54076367,264.2201835
282,2,368.0358476,350.9163347,91.7699776,369.0836653
283,1,311.744066,303.853211,84.54076367,264.2201835
283,2,369.9477222,350.9163347,91.7699776,369.0836653
284,1,311.744066,303.853211,85.86171311,264.2201835
284,2,368.9917849,350.9163347,91.7699776,369.0836653
285,1,311.744066,303.853211,83.21981424,264.2201835
285,2,367.0799104,350.9163347,91.7699776,369.0836653
286,1,311.744066,303.853211,84.54076367,264.2201835
286,2,368.0358476,350.9163347,91.7699776,369.0836653
287,1,311.744066,303.853211,87.18266254,264.2201835
287,2,366.1239731,350.9163347,91.7699776,369.0836653
288,1,311.744066,303.853211,87.18266254,264.2201835
288,2,370.9036594,350.9163347,91.7699776,369.0836653
289,1,311.744066,303.853211,85.86171311,264.2201835
289,2,367.0799104,350.9163347,91.7699776,369.0836653
290,1,311.744066,303.853211,88.50361197,264.2201835
290,2,366.1239731,350.9163347,91.7699776,369.0836653
291,1,310.4231166,302.5321101,91.14551084,264.2201835
291,2,368.0358476,350.9163347,91.7699776,369.0836653
292,1,311.744066,303.853211,93.7874097,264.2201835
292,2,365.1680358,350.9163347,91.7699776,369.0836653
293,1,311.744066,303.853211,92.46646027,264.2201835
293,2,368.9917849,350.9163347,91.7699776,369.0836653
294,1,311.744066,303.853211,87.18266254,264.2201835
294,2,365.1680358,350.9163347,91.7699776,369.0836653
295,1,311.744066,303.853211,88.50361197,264.2201835
295,2,367.0799104,350.9163347,91.7699776,369.0836653
296,1,311.744066,303.853211,88.50361197,264.2201835
296,2,363.2561613,350.9163347,91.7699776,369.0836653
297,1,311.744066,303.853211,87.18266254,264.2201835
297,2,364.2120986,350.9163347,91.7699776,369.0836653
298,1,311.744066,303.853211,83.21981424,264.2201835
298,2,368.0358476,350.9163347,91.7699776,369.0836653
299,1,311.744066,303.853211,84.54076367,264.2201835
299,2,368.9917849,350.9163347,91.7699776,369.0836653
300,1,310.4231166,302.5321101,85.86171311,264.2201835
300,2,369.9477222,347.0916335,101.3293503,372.9083665
301,1,305.1393189,305.1743119,92.46646027,264.2201835
301,2,372.815534,347.0916335,101.3293503,372.9083665
302,1,311.744066,303.853211,83.21981424,264.2201835
302,2,372.815534,347.0916335,101.3293503,372.9083665
303,1,311.744066,303.853211,84.54076367,264.2201835
303,2,370.9036594,347.0916335,101.3293503,372.9083665
304,1,311.744066,303.853211,83.21981424,264.2201835
304,2,367.0799104,347.0916335,101.3293503,372.9083665
305,1,311.744066,303.853211,85.86171311,264.2201835
305,2,369.9477222,347.0916335,101.3293503,372.9083665
306,1,310.4231166,301.2110092,83.21981424,264.2201835
306,2,365.1680358,347.0916335,101.3293503,372.9083665
307,1,311.744066,303.853211,83.21981424,264.2201835
307,2,364.2120986,347.0916335,101.3293503,372.9083665
308,1,311.744066,303.853211,83.21981424,264.2201835
308,2,361.3442868,347.0916335,101.3293503,372.9083665
309,1,311.744066,303.853211,83.21981424,264.2201835
309,2,361.3442868,347.0916335,101.3293503,372.9083665
310,1,311.744066,303.853211,83.21981424,264.2201835
310,2,359.4324122,347.0916335,101.3293503,372.9083665
311,1,311.744066,303.853211,83.21981424,264.2201835
311,2,365.1680358,347.0916335,101.3293503,372.9083665
312,1,311.744066,303.853211,83.21981424,264.2201835
312,2,362.300224,347.0916335,101.3293503,372.9083665
313,1,311.744066,303.853211,83.21981424,264.2201835
313,2,368.0358476,347.0916335,101.3293503,372.9083665
314,1,311.744066,303.853211,83.21981424,264.2201835
314,2,360.3883495,347.0916335,101.3293503,372.9083665
315,1,311.744066,303.853211,83.21981424,264.2201835
315,2,364.2120986,347.0916335,94.6377894,372.9083665
316,1,311.744066,303.853211,83.21981424,264.2201835
316,2,362.300224,347.0916335,94.6377894,372.9083665
317,1,311.744066,303.853211,83.21981424,264.2201835
317,2,361.3442868,347.0916335,111.8446602,372.9083665
318,1,311.744066,303.853211,83.21981424,264.2201835
318,2,358.476475,347.0916335,111.8446602,372.9083665
319,1,311.744066,303.853211,83.21981424,264.2201835
319,2,362.300224,347.0916335,111.8446602,372.9083665
320,1,311.744066,303.853211,83.21981424,264.2201835
320,2,359.4324122,347.0916335,99.41747573,372.9083665
321,1,311.744066,303.853211,83.21981424,264.2201835
321,2,355.6086632,347.0916335,99.41747573,372.9083665
322,1,311.744066,303.853211,83.21981424,264.2201835
322,2,358.476475,347.0916335,99.41747573,372.9083665
323,1,311.744066,303.853211,83.21981424,264.2201835
323,2,358.476475,347.0916335,99.41747573,372.9083665
324,1,311.744066,303.853211,83.21981424,264.2201835
324,2,330.7542942,347.0916335,160.5974608,372.9083665
325,1,322.3116615,302.5321101,81.89886481,264.2201835
325,2,331.7102315,347.0916335,160.5974608,372.9083665
326,1,322.3116615,302.5321101,81.89886481,264.2201835
326,2,359.4324122,340.3984064,126.1837192,379.6015936
327,1,306.4602683,302.5321101,88.50361197,272.146789
327,2,363.2561613,340.3984064,107.0649739,379.6015936
328,1,306.4602683,302.5321101,88.50361197,272.146789
328,2,363.2561613,340.3984064,107.0649739,379.6015936
329,1,286.6460268,305.1743119,91.14551084,282.7155963
329,2,347.0052278,340.3984064,110.8887229,379.6015936
330,1,286.6460268,309.1376147,88.50361197,272.146789
330,2,307.8117999,340.3984064,110.8887229,379.6015936
331,1,286.6460268,309.1376147,88.50361197,272.146789
331,2,286.78118,340.3984064,110.8887229,379.6015936
332,1,286.6460268,309.1376147,88.50361197,272.146789
332,2,255.2352502,348.0478088,121.4040329,371.9521912
333,1,286.6460268,309.1376147,88.50361197,272.146789
333,2,255.2352502,348.0478088,121.4040329,371.9521912
334,1,274.7574819,307.8165138,141.3415893,291.9633028
334,2,195.9671397,348.0478088,121.4040329,371.9521912
335,1,291.9298246,313.1009174,141.3415893,305.1743119
335,2,153.9058999,348.0478088,126.1837192,371.9521912
336,1,327.5954592,313.1009174,105.6759546,305.1743119
336,2,127.1396565,348.0478088,126.1837192,371.9521912
337,1,354.0144479,309.1376147,85.86171311,313.1009174
337,2,90.81404033,348.0478088,126.1837192,371.9521912
338,1,369.8658411,306.4954128,103.0340557,315.7431193
338,2,57.356236,348.0478088,126.1837192,371.9521912
339,1,371.1867905,311.7798165,121.5273478,307.8165138
339,2,22.9424944,348.0478088,130.9634055,371.9521912
340,1,389.6800826,315.7431193,121.5273478,306.4954128
340,2,0,348.0478088,139.5668409,371.9521912
341,1,421.3828689,313.1009174,136.0577915,307.8165138
341,2,0,348.0478088,139.5668409,371.9521912
342,1,442.5180599,313.1009174,136.0577915,330.2752294
342,2,0,348.0478088,139.5668409,371.9521912
343,1,462.3323013,318.3853211,120.2063983,331.5963303
343,2,0,338.4860558,126.1837192,381.5139442
344,1,480.8255934,315.7431193,106.996904,342.1651376
344,2,0,338.4860558,126.1837192,381.5139442
345,1,507.244582,317.0642202,88.50361197,343.4862385
345,2,0,329.8804781,126.1837192,381.5139442
346,1,524.4169247,313.1009174,106.996904,350.0917431
346,2,27.72218073,327.0119522,126.1837192,381.5139442
347,1,533.6635707,318.3853211,106.996904,350.0917431
347,2,37.2815534,327.9681275,123.3159074,356.6533865
348,1,521.7750258,318.3853211,140.0206398,344.8073394
348,2,74.5631068,328.9243028,123.3159074,334.6613546
349,1,525.7378741,318.3853211,136.0577915,343.4862385
349,2,101.3293503,327.9681275,123.3159074,334.6613546
350,1,548.1940144,318.3853211,100.3921569,375.1926606
350,2,115.6684093,326.0557769,120.4480956,323.187251
351,1,528.379773,324.9908257,109.6388029,373.8715596
351,2,176.8483943,318.4063745,86.99029126,303.1075697
352,1,475.5417957,318.3853211,151.9091847,377.8348624
352,2,191.1874533,322.2310757,106.1090366,284.940239
353,1,429.3085655,323.6697248,167.7605779,396.3302752
353,2,202.6587005,324.1434263,120.4480956,278.247012
354,1,412.1362229,327.6330275,171.7234262,392.3669725
354,2,234.2046303,322.2310757,91.7699776,278.247012
355,1,387.0381837,324.9908257,120.2063983,395.0091743
355,2,274.3539955,322.2310757,91.7699776,278.247012
356,1,301.1764706,324.9908257,147.9463364,395.0091743
356,2,278.1777446,323.187251,110.8887229,274.4223108
357,1,241.7337461,329.7798165,205.00516,390.2201835
357,2,296.3405527,322.2310757,96.54966393,264.8605578
358,1,227.2033024,315.7431193,147.9463364,404.2568807
358,2,346.0492905,320.3187251,69.78342046,269.6414343
359,1,129.4530444,317.0642202,166.4396285,402.9357798
359,2,359.4324122,321.2749004,118.5362211,258.1673307
360,1,87.18266254,328.9541284,188.8957688,391.0458716
360,2,359.4324122,321.2749004,118.5362211,258.1673307
361,1,72.65221878,323.6697248,155.872033,396.3302752
361,2,394.8020911,322.2310757,101.3293503,251.4741036
362,1,0,318.3853211,140.0206398,401.6146789
362,2,436.8633308,321.2749004,86.034354,243.8247012
363,1,0,319.706422,124.1692466,400.293578
363,2,451.2023898,324.1434263,86.034354,243.8247012
364,1,0,314.4220183,44.9122807,405.5779817
364,2,467.4533234,324.1434263,86.034354,234.2629482
365,2,499.9551904,323.187251,70.73935773,233.3067729
366,2,513.3383122,322.2310757,86.034354,236.1752988
367,2,518.1179985,321.2749004,83.1665422,231.3944223
368,2,549.6639283,320.3187251,74.5631068,223.7450199
369,2,566.8707991,322.2310757,74.5631068,223.7450199
370,2,578.3420463,319.3625498,74.5631068,223.7450199
371,2,600.3286034,321.2749004,66.91560866,213.2270916
372,2,600.3286034,321.2749004,66.91560866,213.2270916
373,2,611.7998506,322.2310757,66.91560866,213.2270916
374,2,617.5354742,319.3625498,71.695295,204.6215139
375,2,622.3151606,320.3187251,71.695295,202.7091633
376,1,0,344.8073394,99.07120743,375.1926606
376,2,617.5354742,318.4063745,60.2240478,203.6653386
377,1,0,340.8440367,108.3178535,379.1559633
377,2,595.5489171,319.3625498,70.73935773,198.8844622
378,1,27.73993808,322.3486239,141.3415893,397.6513761
378,2,585.0336072,320.3187251,64.04779686,200.7968127
379,1,81.89886481,322.3486239,153.2301342,397.6513761
379,2,574.5182972,322.2310757,64.04779686,200.7968127
380,1,163.7977296,342.1651376,141.3415893,377.8348624
380,2,529.5892457,323.187251,90.81404033,195.059761
381,1,203.4262126,344.4770642,152.9618163,375.5229358
381,2,530.545183,317.4501992,90.81404033,205.5776892
382,1,237.7708978,360.6605505,170.4024768,356.6972477
382,2,520.9858103,320.3187251,61.17998506,205.5776892
383,1,289.2879257,387.0825688,163.7977296,332.9174312
383,2,490.3958178,318.4063745,69.78342046,212.2709163
384,1,306.4602683,412.1834862,207.3890609,307.8165138
384,2,483.7042569,316.4940239,69.78342046,212.2709163
385,1,309.1021672,420.1100917,225.8823529,299.8899083
385,2,455.0261389,313.625498,69.78342046,212.2709163
386,1,317.0278638,458.4220183,229.8452012,261.5779817
386,2,427.3039582,319.3625498,80.2987304,212.2709163
387,1,324.9535604,511.266055,227.2033024,208.733945
387,2,404.3614638,320.3187251,90.81404033,214.1832669
388,1,327.5954592,524.4770642,225.8823529,195.5229358
388,2,404.3614638,320.3187251,90.81404033,214.1832669
389,1,342.125903,511.266055,227.2033024,208.733945
389,2,382.3749066,313.625498,67.87154593,219.9203187
390,1,364.5820433,513.9082569,219.2776058,206.0917431
